FIPS,HAVI,HAVI_level,factor_variable,factor_label,domain,factor_weight,havi_component_value,weighted_contribution,signed_pct_contribution,abs_pct_contribution,direction
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_DISABLE_havi,Disability,Demand,0.075,-0.3827063078810581,-0.028702973091079356,-3.9182091375821835,3.9182091375821835,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,pers_povty_pct_23_havi,Poverty,SDOH,0.044444444444444446,-0.3827038495307,-0.017009059979142226,-2.3218867962033944,2.3218867962033944,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_UNEMPLOY_havi,Unemployment,SDOH,0.044444444444444446,0.5297474923883547,0.023544332995037987,3.2140092382313723,3.2140092382313723,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_RENTER_HU_COST_30PCT_havi,Housing Burden,SDOH,0.044444444444444446,-2.128169178380609,-0.09458529681691596,-12.91172775353171,12.91172775353171,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_HH_NO_INTERNET_havi,No Internet,SDOH,0.044444444444444446,-0.6887247562537375,-0.03060998916683278,-4.178533661798648,4.178533661798648,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,rural_pct_havi,Rural Population,SDOH,0.044444444444444446,1.0692872735364067,0.0475238788238403,6.4874288691296425,6.4874288691296425,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_HH_LIMIT_ENGLISH_havi,Limited English,SDOH,0.044444444444444446,2.5394930482916984,0.11286635770185327,15.407253899090453,15.407253899090453,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_UNINSURED_havi,Uninsured,SDOH,0.044444444444444446,1.6395206436145322,0.07286758416064588,9.947068311906538,9.947068311906538,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,transport_vulnerability_havi,Transportation Vulnerability,SDOH,0.044444444444444446,0.1693543564471842,0.0075268602865415195,1.0274828554675839,1.0274828554675839,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,POS_MEDIAN_DIST_CLINIC_havi,Distance to Clinic,SDOH,0.044444444444444446,-0.0976291807470992,-0.004339074699871075,-0.5923219899115751,0.5923219899115751,Lowers HAVI
16079,63.28749724327082,Very High Vulnerability,primary_care_providers_per_10k_havi,Primary Care Providers,Supply,0.0375,1.1718054560490565,0.04394270460183962,8.460834416249357,8.460834416249357,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,dentists_per_10k_havi,Dentists,Supply,0.0375,-0.3228336593688914,-0.012106262226333427,-2.330968952066126,2.330968952066126,Lowers HAVI
16079,63.28749724327082,Very High Vulnerability,mental_health_providers_per_10k_havi,Mental Health Providers,Supply,0.0375,0.5661952409447674,0.021232321535428776,4.088122440608892,4.088122440608892,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,beds_per_1000_havi,Hospital Beds,Supply,0.0375,0.2417628757376798,0.009066107840162992,1.7456102879991573,1.7456102879991573,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,hospitals_per_100k_havi,Hospitals,Supply,0.0375,-0.2098161871848063,-0.007868107019430236,-1.5149443181506304,1.5149443181506304,Lowers HAVI
16079,63.28749724327082,Very High Vulnerability,clinics_per_100k_havi,Rural Health Clinics,Supply,0.0375,0.2198460232352802,0.008244225871323008,1.5873631497980873,1.5873631497980873,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,critical_access_per_100k_havi,Critical Access Hospitals,Supply,0.0375,-0.3836429697552535,-0.014386611365822007,-2.770032879861819,2.770032879861819,Lowers HAVI
16079,63.28749724327082,Very High Vulnerability,POS_FQHC_RATE_havi,FQHC Access,Supply,0.0375,-0.4340521919572652,-0.016276957198397442,-3.134004629525089,3.134004629525089,Lowers HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_AGE_ABOVE65_havi,Older Adults,Demand,0.075,0.5861460549989879,0.04396095412492409,8.464348223476115,8.464348223476115,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,disease_burden_composite_havi,Disease Burden,Demand,0.075,0.2775249978631157,0.020814374839733675,4.007649974948533,4.007649974948533,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_AGE_0_4_havi,Children Under 5,Demand,0.075,0.5850160095587775,0.043876200716908315,8.448029597712596,8.448029597712596,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_DISABLE_havi,Disability,Demand,0.075,1.444526299697296,0.10833947247729721,20.859943548760125,20.859943548760125,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,pers_povty_pct_23_havi,Poverty,SDOH,0.044444444444444446,0.2311558940883222,0.010273595292814321,1.9781028368568339,1.9781028368568339,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_UNEMPLOY_havi,Unemployment,SDOH,0.044444444444444446,0.1729096433044684,0.007684873035754151,1.4796640046296419,1.4796640046296419,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_RENTER_HU_COST_30PCT_havi,Housing Burden,SDOH,0.044444444444444446,0.0226526341539109,0.0010067837401738179,0.19384857158351335,0.19384857158351335,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_HH_NO_INTERNET_havi,No Internet,SDOH,0.044444444444444446,0.1613125004429156,0.0071694444641295825,1.380422143268727,1.380422143268727,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,rural_pct_havi,Rural Population,SDOH,0.044444444444444446,1.0692872735364067,0.0475238788238403,9.150362345461522,9.150362345461522,Increases HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_HH_LIMIT_ENGLISH_havi,Limited English,SDOH,0.044444444444444446,-0.3401325042426657,-0.015117000188562922,-2.910663706859925,2.910663706859925,Lowers HAVI
16079,63.28749724327082,Very High Vulnerability,ACS_PCT_UNINSURED_havi,Uninsured,SDOH,0.044444444444444446,0.3377509250360265,0.0150111522238234,2.8902834842251854,2.8902834842251854,Increases HAVI
